6;6.3;9.45;12.6;12.6;9.45;12.6;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;12.6;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;12.6;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;12.6;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;18.9;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;18.9;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;9.45;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;0;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;0;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;0;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;0;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;0;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;0;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;0;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;0;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;0;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;0;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;0;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;0;0;0;31.5;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;50.4
0;0;0;0;0;0;0;0;0;0;0;31.5;0
0;0;0;0;0;0;0;0;0;0;0;31.5;0
0;0;0;0;0;0;0;0;0;0;0;31.5;0
0;0;0;0;0;0;0;0;0;0;0;31.5;0
0;0;0;0;0;0;0;0;0;0;0;31.5;0
0;0;0;0;0;0;0;0;0;0;0;31.5;0
0;0;0;0;0;0;0;0;0;0;0;31.5;0
0;0;0;0;0;0;0;0;0;0;0;31.5;0
0;0;0;0;0;0;0;0;0;0;0;31.5;0
0;0;0;0;0;0;0;0;0;0;0;31.5;0
0;0;0;0;0;0;0;0;0;0;0;31.5;0
0;0;0;0;0;0;0;0;0;0;0;31.5;0
0;0;0;0;0;0;0;0;0;0;0;31.5;0
0;0;0;0;0;0;0;0;0;0;0;31.5;0
0;0;0;0;0;0;0;0;0;0;0;31.5;0
0;0;0;0;0;0;0;0;0;0;0;31.5;0
0;0;0;0;0;0;0;0;0;0;0;31.5;0
0;0;0;0;0;0;0;0;0;0;0;31.5;0
0;0;0;0;0;0;0;0;0;0;0;31.5;0
0;0;0;0;0;0;0;0;0;0;0;31.5;0
0;0;0;0;0;0;0;0;0;0;0;31.5;0
0;0;0;0;0;0;0;0;0;0;0;31.5;0
0;0;0;0;0;0;0;0;0;0;0;31.5;0
0;0;0;0;0;0;0;0;0;0;0;31.5;0
0;0;0;0;0;0;0;0;0;0;0;31.5;0
0;0;0;0;0;0;0;0;0;0;0;31.5;0
0;0;0;0;0;0;0;0;0;0;0;31.5;0
0;0;0;0;0;0;0;0;0;0;0;31.5;0
0;0;0;0;0;0;0;0;0;0;0;31.5;0
0;0;0;0;0;0;0;0;0;0;0;31.5;0
0;0;0;0;0;0;0;0;0;0;0;31.5;0
0;0;0;0;0;0;0;0;0;0;0;31.5;0
0;0;0;0;0;0;0;0;0;0;0;31.5;0
0;0;0;0;0;0;0;0;0;0;0;31.5;0
0;0;0;0;0;0;0;0;0;0;0;31.5;0
0;0;0;0;0;0;0;0;0;0;0;31.5;0
0;0;0;0;0;0;0;0;0;0;0;31.5;0
0;0;0;0;0;0;0;0;0;0;0;31.5;0
0;0;0;0;0;0;0;0;0;0;0;31.5;0
0;0;0;0;0;0;0;0;0;0;0;31.5;0
